Company,Title,Location,Salary
Google,"Product Engineer, Networking Equipment and Optics","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA","The US base salary range for this full-time position is $87,000-$131,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Cloud Customer Experience Regional Lead, Google Cloud","320 N Morgan St #600, Chicago, IL 60607, USA; Austin, TX, USA; Addison, TX, USA; Houston, TX, USA","The US base salary range for this full-time position is $192,000-$288,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Principal Architect, Financial Services, Google Cloud","111 8th Ave, New York, NY 10011, USA; Chicago, IL, USA","The US base salary range for this full-time position is $139,000-$220,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Senior Program Manager, Workforce Planning","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Atlanta, GA, USA; Reston, VA, USA; Thornton, CO, USA",
Google,"Cloud Database Migration Engineer, Professional Services","500 W 2nd St, Austin, TX 78701, USA; Atlanta, GA, USA; Boulder, CO, USA; Chicago, IL, USA; Reston, VA, USA","The US base salary range for this full-time position is $107,000-$163,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Cloud Data Engineer, Professional Services, Google Cloud","500 W 2nd St, Austin, TX 78701, USA; Atlanta, GA, USA; Boulder, CO, USA; Chicago, IL, USA; Reston, VA, USA; Seattle, WA, USA; Addison, TX, USA","The US base salary range for this full-time position is $107,000-$163,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Field Sales Representative, Air Force, Google Public Sector","1900 Reston Metro Plaza, Reston, VA 20190, USA; Washington, DC, USA; Pennsylvania, USA; 1900 Reston Metro Plaza, Reston, VA 20190, USA","The US base salary range for this full-time position is $119,000 - $128,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Staff Software Engineer, Infrastructure, Google Cloud Performance","111 8th Ave, New York, NY 10011, USA; Seattle, WA, USA; Sunnyvale, CA, USA; United States",
Google,"Regional Operations Manager, Logistics","Moncks Corner, SC 29461, USA","The US base salary range for this full-time position is $96,000-$146,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,Data Center Operations Facilities Manager,"708 Lynhaven Dr, Lenoir, NC 28645, USA","The US base salary range for this full-time position is $184,000-$274,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Software Engineer, Linux Kernel Security","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; United States","The US base salary range for this full-time position is $148,000-$230,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Software Engineering Manager, Android Auto","2460 N First St, San Jose, CA 95131, USA; Mountain View, CA, USA; San Francisco, CA, USA; United States",
Google,"Senior Staff Software Engineer, Infrastructure, Google Cloud Storage","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; United States","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Senior Program Manager I, Google Cloud","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Atlanta, GA, USA; United States","The US base salary range for this full-time position is $149,000-$236,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Software Engineering Intern, PhD, Summer 2023","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Ann Arbor, MI, USA; Atlanta, GA, USA; Austin, TX, USA; Boulder, CO, USA; Cambridge, MA, USA; Bellevue, WA, USA; Chapel Hill, NC, USA; Chicago, IL, USA; Irvine, CA, USA; Los Angeles, CA, USA; Madison, WI, USA; New York, NY, USA; Palo Alto, CA, USA; Portland, OR, USA; Pittsburgh, PA, USA; Raleigh, NC, USA; Durham, NC, USA; Reston, VA, USA; Redmond, WA, USA; Redwood City, CA, USA; San Diego, CA, USA; San Bruno, CA, USA; Seattle, WA, USA; San Francisco, CA, USA; San Jose, CA, USA; Santa Cruz, CA, USA; Sunnyvale, CA, USA; Washington, DC, USA; Goleta, CA, USA; United States","The US base salary range for this full-time position is $105,000-$134,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Product Manager, ML Cloud Infrastructure, Project Starline","345 Spear St, San Francisco, CA 94105, USA; Mountain View, CA, USA; Seattle, WA, USA","The US base salary range for this full-time position is $153,000-$242,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Staff Software Engineer, Google Cloud Platforms","Google Building C, 747 6th St South c, Kirkland, WA 98033, USA; United States","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Student Researcher, PhD, 2023","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Ann Arbor, MI, USA; Austin, TX, USA; Chapel Hill, NC, USA; Chicago, IL, USA; Irvine, CA, USA; Kirkland, WA, USA; Los Angeles, CA, USA; Madison, WI, USA; New York, NY, USA; Pittsburgh, PA, USA; Seattle, WA, USA; Sunnyvale, CA, USA; Washington, DC, USA; Cambridge, MA, USA; Palo Alto, CA, USA; San Bruno, CA, USA; San Francisco, CA, USA; Goleta, CA, USA","The US base salary range for this full-time position is $105,000-$134,000. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"General Manager, Enterprise Platform, Google Ads","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; New York, NY, USA; Kirkland, WA, USA","The US base salary range for this full-time position is $274,000-$419,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Contract Manufacturing Manager, Data Center Integrated Products","10 10th St NE, Atlanta, GA 30309, USA; California, USA; 10 10th St NE, Atlanta, GA 30309, USA","The US base salary range for this full-time position is $123,000-$191,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Data Center Facilities Technician, Controls","708 Lynhaven Dr, Lenoir, NC 28645, USA","The US base salary range for this full-time position is $69,000-$104,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Senior Software Engineering Manager, AR","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Seattle, WA, USA; San Francisco, CA, USA; United States","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Director, Network Delivery, Google Cloud","Thornton, CO, USA; Atlanta, GA, USA; Reston, VA, USA; Addison, TX, USA","The US base salary range for this full-time position is $230,000-$346,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Fitbit,"Staff Systems Architect, Fitbit","15255 Innovation Dr #200, San Diego, CA 92128, USA","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Product Engineer, Physical Infrastructure, Global Capacity Delivery","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Atlanta, GA, USA","The US base salary range for this full-time position is $125,000-$193,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Technical Program Manager Intern, Summer 2023","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Austin, TX, USA; Boulder, CO, USA; Cambridge, MA, USA; Chicago, IL, USA; Irvine, CA, USA; Kirkland, WA, USA; Los Angeles, CA, USA; Madison, WI, USA; New York, NY, USA; Palo Alto, CA, USA; Portland, OR, USA; Pittsburgh, PA, USA; San Bruno, CA, USA; Seattle, WA, USA; San Francisco, CA, USA; Sunnyvale, CA, USA",
Google,"Data Center Strategic Negotiator, Portfolio Manager","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Kirkland, WA, USA; New York, NY, USA; Seattle, WA, USA; San Francisco, CA, USA","The US base salary range for this full-time position is $110,000-$166,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Tech Lead Manager, Spanner Query Execution","Google Building C, 747 6th St South c, Kirkland, WA 98033, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training."
Google,"Director, Infrastructure Equipment Sourcing and Advanced Technology Sourcing","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Atlanta, GA, USA",
Google,"Plant Engineer, Data Center Operations","Columbus, OH, USA","The US base salary range for this full-time position is $83,000-$126,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Product Manager, Privacy Sandbox, Consumer Experience","111 8th Ave, New York, NY 10011, USA; Cambridge, MA, USA; Washington, DC, USA","The US base salary range for this full-time position is $130,000-$201,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Data Center Strategic Negotiator, Site Acquisition","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Atlanta, GA, USA; Austin, TX, USA; New York, NY, USA; Reston, VA, USA; Chicago, IL, USA",
Google,"Manager, Network Infrastructure Solutions and Lab Services","Thornton, CO, USA","The US base salary range for this full-time position is $117,000-$180,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Financial Analyst, Global Ads Marketing","345 Spear St, San Francisco, CA 94105, USA; Mountain View, CA, USA","The US base salary range for this full-time position is $103,000-$157,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Staff Hardware Engineer, Display Calibration, Project Starline","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA","The US base salary range for this full-time position is $166,000-$262,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Leadership Technical Program Manager II, Site Reliability Engineering, Technical Infrastructure","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA","The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,Inside Sales Representative,"1900 Reston Metro Plaza, Reston, VA 20190, USA","The US base salary range for this full-time position is $53,000-$79,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Staff Solutions Architect, Google Cloud Native Databases","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA; Atlanta, GA, USA; Austin, TX, USA; Chicago, IL, USA; Kirkland, WA, USA; New York, NY, USA; United States","The US base salary range for this full-time position is $162,000-$257,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Data Center Facilities Technician, Control","2401 Harvard Way, Reno, NV 89502, USA",
Google,"Senior Director, Product Management, Labs","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA","The US base salary range for this full-time position is $274,000-$419,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Staff Software Engineer, Immersive XR OS","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Seattle, WA, USA; San Francisco, CA, USA; United States","The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Enterprise Customer Engineer, Data Management, Google Cloud","345 Spear St, San Francisco, CA 94105, USA; Ann Arbor, MI, USA; Atlanta, GA, USA; Austin, TX, USA; Cambridge, MA, USA; Irvine, CA, USA; Kirkland, WA, USA; Los Angeles, CA, USA; Pittsburgh, PA, USA; Durham, NC, USA; Raleigh, NC, USA; Reston, VA, USA; Seattle, WA, USA; Salt Lake City, UT, USA; Washington, DC, USA; United States","The US base salary range for this full-time position is $154,000-$244,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Scaled Abuse Analyst, YouTube Partner Program","901 Cherry, 901 Cherry Ave, San Bruno, CA 94066, USA; United States","The US base salary range for this full-time position is $103,000-$157,000. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Staff Software Engineer, Infrastructure, Google Cloud Platforms","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; Sunnyvale, CA, USA; Durham, NC, USA; Raleigh, NC, USA; Kirkland, WA, USA; United States","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Data Center Facilities Technician, Mechanical","2401 Harvard Way, Reno, NV 89502, USA","The US base salary range for this full-time position is $57,500-$90,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

"
Google,"Software Engineer, Android Permissions","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Seattle, WA, USA; Kirkland, WA, USA; United States","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Software Engineering Manager II, Google Distributed Cloud Hosted","Raleigh, NC, USA; Durham, NC, USA","The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Manager, Content Regulation, Government Affairs and Public Policy, Centers of Excellence","Google DC, 25 Massachusetts Ave NW, Washington, DC 20001, USA; Mountain View, CA, USA; San Francisco, CA, USA","The US base salary range for this full-time position is $134,000-$196,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Commodity Manager, Thermal","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA","The US base salary range for this full-time position is $123,000-$191,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Director, Network Management and Modeling","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA","The US base salary range for this full-time position is $256,000-$384,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"CPU Performance Architect, PhD University Graduate","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Austin, TX, USA","The US base salary range for this full-time position is $119,000-$181,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Data Center Facilities Technician, Controls and Electrical","1430 Veterans Memorial Hwy, Council Bluffs, IA 51501, USA","The US base salary range for this full-time position is $69,000-$104,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Research Scientist, Google Research","Google Building Parkview, 601 N 34th St, Seattle, WA 98103, USA; New York, NY, USA; San Francisco, CA, USA; Mountain View, CA, USA; Cambridge, MA, USA","The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Solution Consultant, Pixel Carrier Engineering","111 8th Ave, New York, NY 10011, USA","The US base salary range for this full-time position is $107,000-$163,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Customer Growth Associate, Google Customer Solutions","2300 Traverwood Dr, Ann Arbor, MI 48105, USA","The US base salary range for this full-time position is $59,000-$92,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Measurement Analyst, gCare, Go-To-Market","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Boulder, CO, USA; Chicago, IL, USA; New York, NY, USA; San Francisco, CA, USA","The US base salary range for this full-time position is $135,000-$209,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Senior Audio Hardware Engineer, Augmented Reality","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA","The US base salary range for this full-time position is $141,000-$219,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Network Specialist, United States Government","1900 Reston Metro Plaza, Reston, VA 20190, USA","The US base salary range for this full-time position is $96,000-$146,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Student Researcher, MS, 2023","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Ann Arbor, MI, USA; Austin, TX, USA; Chapel Hill, NC, USA; Chicago, IL, USA; Irvine, CA, USA; Kirkland, WA, USA; Los Angeles, CA, USA; Madison, WI, USA; New York, NY, USA; Princeton, NJ, USA; Pittsburgh, PA, USA; Seattle, WA, USA; Sunnyvale, CA, USA; Washington, DC, USA; Cambridge, MA, USA; Palo Alto, CA, USA; San Bruno, CA, USA; San Francisco, CA, USA","The US base salary range for this full-time position is $95,000-$113,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. "
Google,"Lead Vision Scientist, Augmented Reality","Google Building 1395, 1395 Charleston Rd, Mountain View, CA 94043, USA; Seattle, WA, USA","The US base salary range for this full-time position is $208,000-$312,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
Google,"Product Engineer, Networking and Optics","Google Building TC3, 805 11th Ave, Sunnyvale, CA 94089, USA","The US base salary range for this full-time position is $149,000-$236,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process."
